                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                 1.3459,                 1.2329,                 1.1055,                      1,                0.23326,                0.71315,                0.31282,                 2.0356,                 2.6451,                 1.1717,              0.0011487,              0.0011487,              0.0011487
                     79,                 1.3133,                 1.0779,                0.99199,                      1,                0.23326,                0.71315,                0.31282,                 2.0356,                 2.6451,                 1.1717,              0.0011585,              0.0011585,              0.0011585
                     80,                 1.3693,                 1.0594,                0.98721,                      1,                0.23326,                0.71315,                0.31282,                 2.0356,                 2.6451,                 1.1717,              0.0011681,              0.0011681,              0.0011681
                     81,                 1.3418,                 1.1089,                 1.0774,                      1,                0.42603,                0.73631,                0.31354,                 1.9439,                 2.6777,                 1.1496,              0.0011776,              0.0011776,              0.0011776
                     82,                 1.0547,                  1.064,                 1.0068,                      1,                0.42603,                0.73631,                0.31354,                 1.9439,                 2.6777,                 1.1496,               0.001187,               0.001187,               0.001187
                     83,                 1.3198,                 1.0736,                 1.0519,                      1,                0.42603,                0.73631,                0.31354,                 1.9439,                 2.6777,                 1.1496,              0.0011962,              0.0011962,              0.0011962
                     84,                 1.2545,                 1.0884,                 1.0332,                      1,                0.19268,                 0.5768,                0.26733,                 1.8499,                 2.6107,                 1.1125,              0.0012053,              0.0012053,              0.0012053
                     85,                 1.4097,                 1.3339,                0.99347,                      1,                0.19268,                 0.5768,                0.26733,                 1.8499,                 2.6107,                 1.1125,              0.0012143,              0.0012143,              0.0012143
                     86,                 1.2873,                 1.3328,                 1.2174,                      1,                0.19268,                 0.5768,                0.26733,                 1.8499,                 2.6107,                 1.1125,              0.0012232,              0.0012232,              0.0012232
                     87,                 1.6432,                  1.324,                 1.1887,                      1,                0.19268,                 0.5768,                0.26733,                 1.8499,                 2.6107,                 1.1125,              0.0012319,              0.0012319,              0.0012319
                     88,                 1.4306,                 1.0578,                   1.13,                      1,                0.16756,                0.70057,                 0.2942,                 1.9485,                 2.6966,                 1.1668,              0.0012404,              0.0012404,              0.0012404
                     89,                 1.3421,                 1.0346,                0.99071,                      1,                0.16756,                0.70057,                 0.2942,                 1.9485,                 2.6966,                 1.1668,              0.0012489,              0.0012489,              0.0012489
                     90,                 1.6859,                 1.0881,                  1.078,                      1,                0.16756,                0.70057,                 0.2942,                 1.9485,                 2.6966,                 1.1668,              0.0012572,              0.0012572,              0.0012572
                     91,                 1.3678,                 1.1508,                 1.0784,                      1,                0.16756,                0.70057,                 0.2942,                 1.9485,                 2.6966,                 1.1668,              0.0012654,              0.0012654,              0.0012654
                     92,                  1.459,                 1.1263,                 1.0921,                0.08231,                0.72222,                  0.649,                0.29061,                 2.0717,                 2.8659,                 1.2152,              0.0012735,              0.0012735,              0.0012735
                     93,                 1.3907,                  1.062,                0.98075,                0.08231,                0.72222,                  0.649,                0.29061,                 2.0717,                 2.8659,                 1.2152,              0.0012814,              0.0012814,              0.0012814
                     94,                 1.5879,                 1.2423,                 1.3359,                0.08231,                0.72222,                  0.649,                0.29061,                 2.0717,                 2.8659,                 1.2152,              0.0012892,              0.0012892,              0.0012892
                     95,                 1.4355,                 1.0077,                0.98539,                0.08231,                0.72222,                  0.649,                0.29061,                 2.0717,                 2.8659,                 1.2152,              0.0012968,              0.0012968,              0.0012968
                     96,                 1.4425,                 1.1176,                 1.0891,                      1,                0.10125,                0.76434,                0.33539,                 1.8337,                 2.8169,                 1.1067,              0.0013044,              0.0013044,              0.0013044
                     97,                 1.5549,                 1.3069,                 1.2197,                      1,                0.10125,                0.76434,                0.33539,                 1.8337,                 2.8169,                 1.1067,              0.0013117,              0.0013117,              0.0013117
                     98,                  1.619,                 1.2159,                 1.1199,                      1,                0.10125,                0.76434,                0.33539,                 1.8337,                 2.8169,                 1.1067,               0.001319,               0.001319,               0.001319
                     99,                 1.2576,                 1.1636,                 1.0176,                      1,                0.10125,                0.76434,                0.33539,                 1.8337,                 2.8169,                 1.1067,              0.0013261,              0.0013261,              0.0013261
                    100,                 1.4209,                 1.0712,                 1.0679,                      1,                0.09988,                0.86854,                0.40729,                 1.7215,                 2.5687,                 1.0575,              0.0013331,              0.0013331,              0.0013331
                    101,                 1.3565,                 1.1187,                 1.0369,                      1,                0.09988,                0.86854,                0.40729,                 1.7215,                 2.5687,                 1.0575,                0.00134,                0.00134,                0.00134
                    102,                 1.4525,                 1.2609,                 1.3336,                      1,                0.09988,                0.86854,                0.40729,                 1.7215,                 2.5687,                 1.0575,              0.0013334,              0.0013334,              0.0013334
                    103,                 1.3935,                 1.0154,                 1.0763,                      1,                0.09988,                0.86854,                0.40729,                 1.7215,                 2.5687,                 1.0575,              0.0013268,              0.0013268,              0.0013268
                    104,                 1.1529,                0.93587,                 1.0059,                0.88966,                0.44832,                0.88124,                0.37925,                  1.911,                 2.3819,                 1.1215,              0.0013202,              0.0013202,              0.0013202
                    105,                 1.3417,                 1.1937,                 1.1994,                0.88966,                0.44832,                0.88124,                0.37925,                  1.911,                 2.3819,                 1.1215,              0.0013136,              0.0013136,              0.0013136
                    106,                 1.4144,                  1.093,                 1.1225,                0.88966,                0.44832,                0.88124,                0.37925,                  1.911,                 2.3819,                 1.1215,               0.001307,               0.001307,               0.001307
                    107,                 1.6536,                  1.209,                 1.0734,                0.88966,                0.44832,                0.88124,                0.37925,                  1.911,                 2.3819,                 1.1215,              0.0013004,              0.0013004,              0.0013004
                    108,                 1.4816,                  1.089,                 1.0088,                      1,                0.47308,                0.85695,                0.33536,                 2.1404,                 2.2553,                 1.1976,              0.0012938,              0.0012938,              0.0012938
                    109,                 1.1932,                0.92184,                0.96744,                      1,                0.47308,                0.85695,                0.33536,                 2.1404,                 2.2553,                 1.1976,              0.0012872,              0.0012872,              0.0012872
                    110,                 1.1652,                0.91801,                 1.0013,                      1,                0.47308,                0.85695,                0.33536,                 2.1404,                 2.2553,                 1.1976,              0.0012806,              0.0012806,              0.0012806
                    111,                 1.1008,                0.99297,                 1.0532,                      1,                0.47308,                0.85695,                0.33536,                 2.1404,                 2.2553,                 1.1976,               0.001274,               0.001274,               0.001274
                    112,                 1.1992,                 1.0588,                0.97315,                0.98018,                0.61111,                0.85401,                0.34582,                 2.1766,                 2.0889,                 1.2382,              0.0012674,              0.0012674,              0.0012674
                    113,                 1.1987,                 1.0704,                 1.0501,                0.98018,                0.61111,                0.85401,                0.34582,                 2.1766,                 2.0889,                 1.2382,              0.0012608,              0.0012608,              0.0012608
                    114,                 1.2743,                 1.0414,                 1.0089,                0.98018,                0.61111,                0.85401,                0.34582,                 2.1766,                 2.0889,                 1.2382,              0.0012542,              0.0012542,              0.0012542
                    115,                 1.0474,                0.91905,                0.95358,                0.98018,                0.61111,                0.85401,                0.34582,                 2.1766,                 2.0889,                 1.2382,              0.0012476,              0.0012476,              0.0012476
                    116,                 1.1311,                 1.0127,                0.94024,                      1,                0.77572,                0.88025,                0.37541,                 1.9802,                 1.8272,                 1.1809,               0.001241,               0.001241,               0.001241
                    117,                 1.1095,                 1.0621,                 1.0094,                      1,                0.77572,                0.88025,                0.37541,                 1.9802,                 1.8272,                 1.1809,              0.0012344,              0.0012344,              0.0012344
                    118,                 1.0595,                0.96856,                0.95741,                      1,                0.77572,                0.88025,                0.37541,                 1.9802,                 1.8272,                 1.1809,              0.0012278,              0.0012278,              0.0012278
                    119,                 1.0989,                0.96301,                0.99716,                      1,                0.77572,                0.88025,                0.37541,                 1.9802,                 1.8272,                 1.1809,              0.0012212,              0.0012212,              0.0012212
                    120,                 1.1642,                  0.869,                0.97966,                0.93311,                0.77521,                0.87533,                0.44658,                 1.8601,                 1.7666,                 1.1378,              0.0012146,              0.0012146,              0.0012146
                    121,                 1.2005,                0.90384,                0.99032,                0.93311,                0.77521,                0.87533,                0.44658,                 1.8601,                 1.7666,                 1.1378,               0.001208,               0.001208,               0.001208
                    122,                 1.1726,                0.91121,                0.94447,                0.93311,                0.77521,                0.87533,                0.44658,                 1.8601,                 1.7666,                 1.1378,              0.0012014,              0.0012014,              0.0012014
                    123,                  1.032,                0.97416,                0.92008,                0.93311,                0.77521,                0.87533,                0.44658,                 1.8601,                 1.7666,                 1.1378,              0.0011948,              0.0011948,              0.0011948
                    124,                 1.0412,                 1.0127,                 0.9581,                0.90387,                0.72222,                0.81641,                0.40061,                 1.9448,                 1.9833,                 1.1551,              0.0011882,              0.0011882,              0.0011882
                    125,                 1.0743,                 1.0198,                 1.0135,                0.90387,                0.72222,                0.81641,                0.40061,                 1.9448,                 1.9833,                 1.1551,              0.0011816,              0.0011816,              0.0011816
                    126,                 1.1633,                0.93161,                0.96791,                0.90387,                0.72222,                0.81641,                0.40061,                 1.9448,                 1.9833,                 1.1551,               0.001175,               0.001175,               0.001175
                    127,                 1.1797,                0.96207,                 1.0155,                0.90387,                0.72222,                0.81641,                0.40061,                 1.9448,                 1.9833,                 1.1551,              0.0011684,              0.0011684,              0.0011684
                    128,                 1.0739,                 1.0262,                0.98105,                 0.9047,                0.38889,                0.72365,                0.30406,                 2.1664,                 2.2464,                 1.2305,              0.0011618,              0.0011618,              0.0011618
                    129,                 1.0229,                0.95896,                0.94708,                 0.9047,                0.38889,                0.72365,                0.30406,                 2.1664,                 2.2464,                 1.2305,              0.0011552,              0.0011552,              0.0011552
                    130,                0.91577,                0.85467,                0.97136,                 0.9047,                0.38889,                0.72365,                0.30406,                 2.1664,                 2.2464,                 1.2305,              0.0011486,              0.0011486,              0.0011486
                    131,                 1.1243,                0.89642,                0.91341,                 0.9047,                0.38889,                0.72365,                0.30406,                 2.1664,                 2.2464,                 1.2305,               0.001142,               0.001142,               0.001142
                    132,                 1.1285,                0.93326,                0.86354,                0.96911,                    0.5,                0.76641,                0.31076,                 2.2443,                 2.1611,                 1.2553,              0.0011354,              0.0011354,              0.0011354
                    133,                 1.1649,                0.92924,                 0.9048,                0.96911,                    0.5,                0.76641,                0.31076,                 2.2443,                 2.1611,                 1.2553,              0.0011288,              0.0011288,              0.0011288
                    134,                 1.0387,                0.83804,                0.92303,                0.96911,                    0.5,                0.76641,                0.31076,                 2.2443,                 2.1611,                 1.2553,              0.0011222,              0.0011222,              0.0011222
                    135,                 1.1286,                0.86522,                0.93473,                0.96911,                    0.5,                0.76641,                0.31076,                 2.2443,                 2.1611,                 1.2553,              0.0011156,              0.0011156,              0.0011156
                    136,                 1.1501,                0.84837,                0.94904,                0.86164,                0.69288,                0.77776,                0.34483,                 2.1321,                 1.9925,                 1.2105,               0.001109,               0.001109,               0.001109
                    137,                0.94307,                0.82736,                 0.9773,                0.86164,                0.69288,                0.77776,                0.34483,                 2.1321,                 1.9925,                 1.2105,              0.0011024,              0.0011024,              0.0011024
                    138,                0.95951,                0.80391,                0.87949,                0.86164,                0.69288,                0.77776,                0.34483,                 2.1321,                 1.9925,                 1.2105,              0.0010958,              0.0010958,              0.0010958
                    139,                 1.0004,                0.93086,                 0.9278,                0.86164,                0.69288,                0.77776,                0.34483,                 2.1321,                 1.9925,                 1.2105,              0.0010892,              0.0010892,              0.0010892
                    140,                0.90698,                0.81074,                0.94788,                0.85714,                0.72222,                0.81582,                0.32417,                 2.1545,                 1.7968,                 1.2873,              0.0010826,              0.0010826,              0.0010826
                    141,                  1.159,                 0.8299,                 0.9729,                0.85714,                0.72222,                0.81582,                0.32417,                 2.1545,                 1.7968,                 1.2873,               0.001076,               0.001076,               0.001076
                    142,                0.92127,                0.81975,                0.90705,                0.85714,                0.72222,                0.81582,                0.32417,                 2.1545,                 1.7968,                 1.2873,              0.0010694,              0.0010694,              0.0010694
                    143,                0.94492,                0.69539,                0.94499,                0.85714,                0.72222,                0.81582,                0.32417,                 2.1545,                 1.7968,                 1.2873,              0.0010628,              0.0010628,              0.0010628
                    144,                 1.1696,                0.80318,                0.93893,                0.86211,                0.69563,                0.82251,                0.32052,                 2.2048,                 1.7934,                  1.322,              0.0010562,              0.0010562,              0.0010562
                    145,                 1.3537,                 1.0046,                 1.0533,                0.86211,                0.69563,                0.82251,                0.32052,                 2.2048,                 1.7934,                  1.322,              0.0010496,              0.0010496,              0.0010496
                    146,                 1.0346,                0.82247,                0.97592,                0.86211,                0.69563,                0.82251,                0.32052,                 2.2048,                 1.7934,                  1.322,               0.001043,               0.001043,               0.001043
                    147,                0.93136,                0.75174,                0.93347,                0.86211,                0.69563,                0.82251,                0.32052,                 2.2048,                 1.7934,                  1.322,              0.0010364,              0.0010364,              0.0010364
                    148,                0.98419,                0.96459,                 1.0314,                0.85879,                0.67629,                0.81926,                0.30631,                 2.2477,                 1.9741,                 1.2943,              0.0010298,              0.0010298,              0.0010298
                    149,                0.87832,                0.75955,                0.84377,                0.85879,                0.67629,                0.81926,                0.30631,                 2.2477,                 1.9741,                 1.2943,              0.0010232,              0.0010232,              0.0010232
                    150,                0.85605,                0.78256,                0.87796,                0.85879,                0.67629,                0.81926,                0.30631,                 2.2477,                 1.9741,                 1.2943,              0.0010166,              0.0010166,              0.0010166
                    151,                0.86564,                0.77152,                0.86044,                0.85879,                0.67629,                0.81926,                0.30631,                 2.2477,                 1.9741,                 1.2943,                0.00101,                0.00101,                0.00101
                    152,                0.99511,                0.77189,                 0.8738,                0.89344,                0.66667,                0.80644,                 0.2694,                 2.3178,                 1.9541,                 1.3121,              0.0010034,              0.0010034,              0.0010034
                    153,                 1.1237,                0.85807,                0.90262,                0.89344,                0.66667,                0.80644,                 0.2694,                 2.3178,                 1.9541,                 1.3121,              0.0009968,              0.0009968,              0.0009968
