                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.5648,                 1.1872,                0.98212,                0.78349,                0.61164,                0.77992,                0.35665,                 1.9642,                 2.2637,                 1.6251,              0.0001934,              0.0001934,              0.0001934
                     12,                  1.372,                 1.0041,                 1.0302,                      1,                0.77016,                  0.995,                0.38497,                  1.942,                  2.226,                 1.6038,             0.00021201,             0.00021201,             0.00021201
                     13,                  1.701,                 1.3717,                0.97793,                      1,                0.76736,                0.97214,                0.36201,                 1.9296,                 2.1695,                 1.5923,              0.0002305,              0.0002305,              0.0002305
                     14,                 1.4184,                0.91773,                0.94985,                      1,                0.76789,                0.97214,                0.33544,                 1.9339,                 2.1336,                  1.589,             0.00024885,             0.00024885,             0.00024885
                     15,                 1.3409,                   1.04,                0.92616,                      1,                0.77348,                0.97214,                0.35736,                 1.9351,                 2.0819,                 1.5812,             0.00026706,             0.00026706,             0.00026706
                     16,                 1.2221,                0.93674,                0.91953,                      1,                0.78629,                0.97214,                0.36372,                 1.9573,                 1.9964,                  1.574,             0.00028515,             0.00028515,             0.00028515
                     17,                 1.3272,                 0.8991,                0.95122,                      1,                0.80267,                0.97214,                0.37916,                 1.9886,                 1.9048,                 1.5788,              0.0003031,              0.0003031,              0.0003031
                     18,                  1.125,                0.85109,                0.92963,                      1,                0.80267,                0.97214,                0.37916,                 1.9886,                 1.9048,                 1.5788,             0.00032093,             0.00032093,             0.00032093
                     19,                 1.3065,                0.93851,                0.95192,                      1,                0.81886,                0.97214,                0.37523,                 2.0681,                 1.8013,                   1.59,             0.00033862,             0.00033862,             0.00033862
                     20,                 1.2855,                0.89543,                0.98958,                      1,                0.81886,                0.97214,                0.37523,                 2.0681,                 1.8013,                   1.59,             0.00035617,             0.00035617,             0.00035617
                     21,                 1.3759,                0.94253,                0.93347,                      1,                0.81041,                0.97214,                0.32923,                 2.1561,                 1.6897,                 1.5882,              0.0003736,              0.0003736,              0.0003736
                     22,                 1.1315,                 0.8703,                0.89596,                      1,                0.81041,                0.97214,                0.32923,                 2.1561,                 1.6897,                 1.5882,             0.00039089,             0.00039089,             0.00039089
                     23,                 1.3962,                 1.0359,                0.96351,                      1,                0.91029,                  0.995,                0.32824,                 2.2335,                 1.5832,                 1.6214,             0.00040806,             0.00040806,             0.00040806
                     24,                 1.1821,                0.86795,                0.91511,                      1,                0.91029,                  0.995,                0.32824,                 2.2335,                 1.5832,                 1.6214,             0.00042509,             0.00042509,             0.00042509
                     25,                 1.3288,                0.93278,                0.97731,                      1,                0.94118,                  0.995,                0.32188,                 2.2019,                 1.5743,                 1.6099,             0.00044198,             0.00044198,             0.00044198
                     26,                 1.1856,                0.89635,                0.91921,                      1,                0.94118,                  0.995,                0.32188,                 2.2019,                 1.5743,                 1.6099,             0.00045875,             0.00045875,             0.00045875
                     27,                 1.3614,                0.99759,                0.95376,                      1,                0.94184,                  0.995,                0.35433,                 2.1398,                 1.5722,                 1.5849,             0.00047538,             0.00047538,             0.00047538
                     28,                 1.3858,                0.92061,                0.92991,                      1,                0.94184,                  0.995,                0.35433,                 2.1398,                 1.5722,                 1.5849,             0.00049189,             0.00049189,             0.00049189
                     29,                 1.3354,                  1.036,                0.89893,                      1,                0.91334,                  0.995,                0.36321,                 2.0879,                  1.589,                 1.5589,             0.00050826,             0.00050826,             0.00050826
                     30,                 1.2656,                0.98506,                0.94314,                      1,                0.91334,                  0.995,                0.36321,                 2.0879,                  1.589,                 1.5589,             0.00052449,             0.00052449,             0.00052449
                     31,                 1.1855,                0.82284,                0.90736,                      1,                0.90655,                  0.995,                0.36637,                 2.0354,                  1.613,                 1.5028,              0.0005406,              0.0005406,              0.0005406
                     32,                 1.1776,                0.85751,                0.94839,                      1,                0.90655,                  0.995,                0.36637,                 2.0354,                  1.613,                 1.5028,             0.00055657,             0.00055657,             0.00055657
                     33,                 1.2118,                0.87456,                0.94332,                      1,                0.95282,                  0.995,                0.33523,                 2.0795,                 1.6093,                 1.4982,             0.00057242,             0.00057242,             0.00057242
                     34,                 1.1721,                0.86833,                0.91601,                      1,                0.95282,                  0.995,                0.33523,                 2.0795,                 1.6093,                 1.4982,             0.00058813,             0.00058813,             0.00058813
                     35,                 1.3335,                0.92414,                0.95416,                0.96383,                      1,                  0.995,                 0.2694,                 2.2511,                 1.5617,                 1.5323,              0.0006037,              0.0006037,              0.0006037
                     36,                 1.2289,                0.88712,                0.97947,                0.96383,                      1,                  0.995,                 0.2694,                 2.2511,                 1.5617,                 1.5323,             0.00061915,             0.00061915,             0.00061915
                     37,                 1.2722,                0.90457,                 1.0337,                0.96967,                      1,                  0.995,                0.27535,                 2.3235,                 1.5161,                 1.5508,             0.00063446,             0.00063446,             0.00063446
                     38,                 1.1276,                0.84666,                0.87338,                0.96967,                      1,                  0.995,                0.27535,                 2.3235,                 1.5161,                 1.5508,             0.00064965,             0.00064965,             0.00064965
                     39,                  1.117,                0.88469,                0.95802,                0.98352,                      1,                  0.995,                0.32022,                 2.3378,                 1.4487,                 1.5528,              0.0006647,              0.0006647,              0.0006647
                     40,                 1.4089,                 1.0244,                0.93614,                0.98352,                      1,                  0.995,                0.32022,                 2.3378,                 1.4487,                 1.5528,             0.00067961,             0.00067961,             0.00067961
                     41,                 1.1584,                0.88014,                0.92792,                0.99305,                      1,                  0.995,                0.33495,                 2.1957,                 1.3688,                 1.5109,              0.0006944,              0.0006944,              0.0006944
                     42,                 1.1511,                0.84599,                 0.9315,                0.99305,                      1,                  0.995,                0.33495,                 2.1957,                 1.3688,                 1.5109,             0.00070905,             0.00070905,             0.00070905
                     43,                 1.1502,                0.96092,                0.96294,                      1,                0.99084,                  0.995,                0.36308,                 2.1023,                  1.356,                 1.4849,             0.00072358,             0.00072358,             0.00072358
                     44,                 1.1509,                 0.8322,                0.96102,                      1,                0.99084,                  0.995,                0.36308,                 2.1023,                  1.356,                 1.4849,             0.00073797,             0.00073797,             0.00073797
                     45,                  1.174,                 0.7471,                0.92319,                      1,                0.98243,                  0.995,                0.36456,                 2.1467,                 1.3448,                 1.4955,             0.00075222,             0.00075222,             0.00075222
                     46,                 1.1037,                0.81384,                0.89016,                      1,                0.98243,                  0.995,                0.36456,                 2.1467,                 1.3448,                 1.4955,             0.00076635,             0.00076635,             0.00076635
                     47,                 1.1576,                0.86673,                0.95879,                      1,                 0.9876,                  0.995,                0.30692,                 2.3494,                 1.3866,                 1.5695,             0.00078034,             0.00078034,             0.00078034
                     48,                 1.3147,                0.98857,                0.90679,                      1,                 0.9876,                  0.995,                0.30692,                 2.3494,                 1.3866,                 1.5695,             0.00079421,             0.00079421,             0.00079421
                     49,                 1.1631,                0.84212,                0.94222,                0.98752,                      1,                  0.995,                0.30318,                 2.4886,                 1.4145,                 1.6385,             0.00080794,             0.00080794,             0.00080794
                     50,                 1.3875,                0.92062,                 0.9414,                0.98752,                      1,                  0.995,                0.30318,                 2.4886,                 1.4145,                 1.6385,             0.00082153,             0.00082153,             0.00082153
                     51,                 1.2538,                0.92737,                0.90354,                 0.8348,                      1,                0.97214,                0.27484,                  2.427,                 1.5382,                 1.6313,               0.000835,               0.000835,               0.000835
                     52,                 1.2578,                0.79083,                 0.9718,                 0.8348,                      1,                0.97214,                0.27484,                  2.427,                 1.5382,                 1.6313,             0.00084833,             0.00084833,             0.00084833
                     53,                 1.3039,                0.86548,                 1.0499,                 0.8348,                      1,                0.97214,                0.27484,                  2.427,                 1.5382,                 1.6313,             0.00086154,             0.00086154,             0.00086154
                     54,                 1.6554,                0.96177,                 1.2012,                0.73814,                      1,                 0.9125,                0.28656,                 2.2515,                 1.6795,                  1.561,             0.00087461,             0.00087461,             0.00087461
                     55,                 1.3411,                0.86574,                 1.0276,                0.73814,                      1,                 0.9125,                0.28656,                 2.2515,                 1.6795,                  1.561,             0.00088754,             0.00088754,             0.00088754
                     56,                 1.3713,                0.89714,                0.96244,                0.73814,                      1,                 0.9125,                0.28656,                 2.2515,                 1.6795,                  1.561,             0.00090035,             0.00090035,             0.00090035
                     57,                 1.4101,                0.91707,                 1.0264,                0.74111,                0.95853,                 0.9125,                0.31813,                 2.0451,                 1.7061,                 1.5076,             0.00091302,             0.00091302,             0.00091302
                     58,                 1.2897,                0.92339,                  1.008,                0.74111,                0.95853,                 0.9125,                0.31813,                 2.0451,                 1.7061,                 1.5076,             0.00092557,             0.00092557,             0.00092557
                     59,                 1.2025,                0.90098,                0.95821,                0.74111,                0.95853,                 0.9125,                0.31813,                 2.0451,                 1.7061,                 1.5076,             0.00093798,             0.00093798,             0.00093798
                     60,                 1.2105,                0.90652,                0.94727,                      1,                0.76132,                  0.955,                0.34409,                 1.9737,                 1.6004,                 1.4825,             0.00095025,             0.00095025,             0.00095025
                     61,                 1.0697,                0.91668,                0.97037,                      1,                0.76132,                  0.955,                0.34409,                 1.9737,                 1.6004,                 1.4825,              0.0009624,              0.0009624,              0.0009624
                     62,                 1.3803,                0.90348,                 1.0115,                      1,                0.76132,                  0.955,                0.34409,                 1.9737,                 1.6004,                 1.4825,             0.00097441,             0.00097441,             0.00097441
                     63,                 1.4859,                0.89975,                 1.0409,                0.97421,                0.83333,                  0.955,                0.35512,                 2.0261,                 1.4588,                 1.4926,              0.0009863,              0.0009863,              0.0009863
                     64,                 1.4004,                0.94388,                0.99878,                0.97421,                0.83333,                  0.955,                0.35512,                 2.0261,                 1.4588,                 1.4926,             0.00099805,             0.00099805,             0.00099805
                     65,                   1.25,                0.88964,                0.95954,                0.97421,                0.83333,                  0.955,                0.35512,                 2.0261,                 1.4588,                 1.4926,              0.0010097,              0.0010097,              0.0010097
                     66,                 1.1846,                 0.7963,                 0.9425,                      1,                0.81287,                  0.955,                0.32119,                 2.2378,                 1.4689,                 1.6212,              0.0010211,              0.0010211,              0.0010211
                     67,                  1.196,                0.80306,                0.91001,                      1,                0.81287,                  0.955,                0.32119,                 2.2378,                 1.4689,                 1.6212,              0.0010325,              0.0010325,              0.0010325
                     68,                 1.3173,                 0.9176,                0.98368,                      1,                0.81287,                  0.955,                0.32119,                 2.2378,                 1.4689,                 1.6212,              0.0010437,              0.0010437,              0.0010437
                     69,                 1.4776,                 1.0411,                 1.0581,                      1,                0.93531,                  0.995,                0.35232,                 2.3606,                  1.629,                 1.7235,              0.0010548,              0.0010548,              0.0010548
                     70,                 1.2686,                0.83247,                0.97963,                      1,                0.93531,                  0.995,                0.35232,                 2.3606,                  1.629,                 1.7235,              0.0010658,              0.0010658,              0.0010658
                     71,                 1.1234,                0.82564,                0.97099,                      1,                0.93531,                  0.995,                0.35232,                 2.3606,                  1.629,                 1.7235,              0.0010766,              0.0010766,              0.0010766
                     72,                 1.4523,                0.86438,                 1.0408,                0.96107,                      1,                  0.995,                0.31188,                 2.4151,                 1.6615,                 1.7972,              0.0010873,              0.0010873,              0.0010873
                     73,                 1.2752,                  0.806,                0.91004,                0.96107,                      1,                  0.995,                0.31188,                 2.4151,                 1.6615,                 1.7972,              0.0010979,              0.0010979,              0.0010979
                     74,                 1.2211,                0.81915,                0.88817,                0.96107,                      1,                  0.995,                0.31188,                 2.4151,                 1.6615,                 1.7972,              0.0011083,              0.0011083,              0.0011083
                     75,                 1.3383,                0.98711,                 0.9353,                0.97505,                      1,                  0.995,                0.31049,                 2.3963,                 1.6177,                 1.8182,              0.0011186,              0.0011186,              0.0011186
                     76,                 1.1833,                0.76891,                0.92847,                0.97505,                      1,                  0.995,                0.31049,                 2.3963,                 1.6177,                 1.8182,              0.0011287,              0.0011287,              0.0011287
                     77,                 1.0991,                0.73517,                0.88891,                0.97505,                      1,                  0.995,                0.31049,                 2.3963,                 1.6177,                 1.8182,              0.0011388,              0.0011388,              0.0011388
                     78,                 1.1826,                  0.832,                0.95854,                      1,                0.99633,                  0.995,                0.35186,                 2.2761,                 1.5551,                 1.7306,              0.0011487,              0.0011487,              0.0011487
                     79,                 1.1518,                0.79436,                0.90053,                      1,                0.99633,                  0.995,                0.35186,                 2.2761,                 1.5551,                 1.7306,              0.0011585,              0.0011585,              0.0011585
                     80,                 1.1764,                0.73721,                0.93709,                      1,                0.99633,                  0.995,                0.35186,                 2.2761,                 1.5551,                 1.7306,              0.0011681,              0.0011681,              0.0011681
                     81,                 1.2664,                0.83888,                0.90235,                0.97348,                0.83333,                  0.955,                 0.3282,                 2.1922,                 1.4529,                 1.6225,              0.0011776,              0.0011776,              0.0011776
                     82,                 1.2031,                0.85526,                0.92101,                0.97348,                0.83333,                  0.955,                 0.3282,                 2.1922,                 1.4529,                 1.6225,               0.001187,               0.001187,               0.001187
                     83,                 1.2816,                0.83802,                0.98094,                0.97348,                0.83333,                  0.955,                 0.3282,                 2.1922,                 1.4529,                 1.6225,              0.0011962,              0.0011962,              0.0011962
                     84,                 1.1216,                0.84452,                0.92721,                0.73202,                      1,                  0.955,                0.38711,                 2.0153,                 1.4713,                 1.5018,              0.0012053,              0.0012053,              0.0012053
                     85,                  1.038,                0.75057,                0.90267,                0.73202,                      1,                  0.955,                0.38711,                 2.0153,                 1.4713,                 1.5018,              0.0012143,              0.0012143,              0.0012143
                     86,                 1.2636,                0.77583,                0.93231,                0.73202,                      1,                  0.955,                0.38711,                 2.0153,                 1.4713,                 1.5018,              0.0012232,              0.0012232,              0.0012232
                     87,                 1.1678,                0.76305,                0.95703,                0.73202,                      1,                  0.955,                0.38711,                 2.0153,                 1.4713,                 1.5018,              0.0012319,              0.0012319,              0.0012319
                     88,                 1.3724,                0.95491,                0.87075,                0.74946,                0.99749,                 0.9125,                 0.3368,                 1.9797,                 1.5835,                 1.4941,              0.0012404,              0.0012404,              0.0012404
                     89,                 1.3538,                 0.8309,                0.99269,                0.74946,                0.99749,                 0.9125,                 0.3368,                 1.9797,                 1.5835,                 1.4941,              0.0012489,              0.0012489,              0.0012489
                     90,                 1.1644,                0.78772,                0.95249,                0.74946,                0.99749,                 0.9125,                 0.3368,                 1.9797,                 1.5835,                 1.4941,              0.0012572,              0.0012572,              0.0012572
                     91,                 1.2417,                0.79892,                0.93656,                0.74946,                0.99749,                 0.9125,                 0.3368,                 1.9797,                 1.5835,                 1.4941,              0.0012654,              0.0012654,              0.0012654
                     92,                 1.0759,                0.88294,                0.92208,                0.73844,                      1,                0.92667,                0.24016,                 2.2171,                 1.7312,                 1.6535,              0.0012735,              0.0012735,              0.0012735
                     93,                 1.1363,                0.73062,                0.90152,                0.73844,                      1,                0.92667,                0.24016,                 2.2171,                 1.7312,                 1.6535,              0.0012814,              0.0012814,              0.0012814
                     94,                 1.0899,                0.75478,                0.92699,                0.73844,                      1,                0.92667,                0.24016,                 2.2171,                 1.7312,                 1.6535,              0.0012892,              0.0012892,              0.0012892
                     95,                 1.0003,                0.72341,                0.89075,                0.73844,                      1,                0.92667,                0.24016,                 2.2171,                 1.7312,                 1.6535,              0.0012968,              0.0012968,              0.0012968
                     96,                 1.0334,                0.73142,                0.87491,                0.78702,                0.66667,                0.65603,                0.19896,                 2.4918,                   1.82,                 1.8732,              0.0013044,              0.0013044,              0.0013044
                     97,                0.95269,                0.66139,                0.89948,                0.78702,                0.66667,                0.65603,                0.19896,                 2.4918,                   1.82,                 1.8732,              0.0013117,              0.0013117,              0.0013117
                     98,                 1.3488,                0.87923,                 0.9505,                0.78702,                0.66667,                0.65603,                0.19896,                 2.4918,                   1.82,                 1.8732,               0.001319,               0.001319,               0.001319
                     99,                  1.062,                0.70224,                0.90146,                0.78702,                0.66667,                0.65603,                0.19896,                 2.4918,                   1.82,                 1.8732,              0.0013261,              0.0013261,              0.0013261
                    100,                 1.0266,                0.70488,                0.94786,                0.71301,                0.83333,                0.70243,                0.21231,                 2.5272,                 1.7583,                 1.8988,              0.0013331,              0.0013331,              0.0013331
                    101,                 1.1053,                0.76708,                0.84833,                0.71301,                0.83333,                0.70243,                0.21231,                 2.5272,                 1.7583,                 1.8988,                0.00134,                0.00134,                0.00134
