                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 2.0901,                 1.4876,                 1.2272,                0.00444,                0.57143,                0.35743,                0.16983,                 2.6009,                 3.9589,                 2.0451,             0.00039208,             0.00039208,             0.00039208
                     24,                 1.6406,                0.99675,                 1.0703,                0.00444,                0.57143,                0.35743,                0.16983,                 2.6009,                 3.9589,                 2.0451,             0.00040763,             0.00040763,             0.00040763
                     25,                 1.7753,                 1.1147,                 1.1743,                0.00444,                0.57143,                0.43239,                0.21265,                 2.3879,                 3.6625,                 1.9486,             0.00042298,             0.00042298,             0.00042298
                     26,                  2.085,                 1.2613,                 1.0837,                0.00444,                0.57143,                0.43239,                0.21265,                 2.3879,                 3.6625,                 1.9486,             0.00043812,             0.00043812,             0.00043812
                     27,                 2.0664,                 1.3526,                 1.1878,                0.00993,                0.57143,                0.47594,                0.25855,                 2.1864,                 3.3012,                 1.8756,             0.00045308,             0.00045308,             0.00045308
                     28,                 1.6937,                  1.079,                  1.165,                0.00993,                0.57143,                0.47594,                0.25855,                 2.1864,                 3.3012,                 1.8756,             0.00046783,             0.00046783,             0.00046783
                     29,                 1.7871,                 1.3365,                 1.2431,                0.63973,                0.51371,                0.52594,                0.28942,                 2.0695,                 3.0791,                 1.8011,             0.00048238,             0.00048238,             0.00048238
                     30,                 1.9038,                 1.1412,                 1.0786,                0.63973,                0.51371,                0.52594,                0.28942,                 2.0695,                 3.0791,                 1.8011,             0.00049674,             0.00049674,             0.00049674
                     31,                   1.85,                  1.067,                 1.2377,                0.66221,                0.42857,                0.49094,                0.30656,                   1.97,                 2.8387,                 1.7304,              0.0005109,              0.0005109,              0.0005109
                     32,                 1.9428,                 1.1736,                 1.1591,                0.66221,                0.42857,                0.49094,                0.30656,                   1.97,                 2.8387,                 1.7304,             0.00052486,             0.00052486,             0.00052486
                     33,                 1.8938,                 1.1586,                0.99382,                0.69947,                0.42857,                0.47665,                0.28599,                 1.9416,                  2.684,                  1.674,             0.00053862,             0.00053862,             0.00053862
                     34,                 1.7424,                  1.231,                0.96647,                0.69947,                0.42857,                0.47665,                0.28599,                 1.9416,                  2.684,                  1.674,             0.00055219,             0.00055219,             0.00055219
                     35,                   1.66,                 1.1495,                 1.0516,                0.70034,                0.42857,                0.48048,                0.29317,                 1.9005,                 2.5127,                 1.6225,             0.00056556,             0.00056556,             0.00056556
                     36,                 1.8466,                 1.1053,                 1.0808,                0.70034,                0.42857,                0.48048,                0.29317,                 1.9005,                 2.5127,                 1.6225,             0.00057872,             0.00057872,             0.00057872
                     37,                 1.7838,                 1.0691,                 1.2122,                0.77744,                0.50698,                0.66746,                0.35778,                 1.8953,                 2.3369,                 1.5563,              0.0005917,              0.0005917,              0.0005917
                     38,                  1.753,                  1.094,                 1.0332,                0.77744,                0.50698,                0.66746,                0.35778,                 1.8953,                 2.3369,                 1.5563,             0.00060447,             0.00060447,             0.00060447
                     39,                 1.5412,                0.95593,                  1.051,                0.78933,                0.54094,                0.66746,                0.36258,                 1.8635,                 2.1608,                 1.4993,             0.00061704,             0.00061704,             0.00061704
                     40,                 1.8013,                 1.0599,                  1.141,                0.78933,                0.54094,                0.66746,                0.36258,                 1.8635,                 2.1608,                 1.4993,             0.00062942,             0.00062942,             0.00062942
                     41,                 1.7111,                0.98705,                 1.0337,                0.81431,                0.63276,                0.67371,                0.37478,                 1.8533,                   2.03,                  1.451,              0.0006416,              0.0006416,              0.0006416
                     42,                 1.6243,                 1.1728,                 1.1788,                0.81431,                0.63276,                0.67371,                0.37478,                 1.8533,                   2.03,                  1.451,             0.00065358,             0.00065358,             0.00065358
                     43,                  1.657,                 1.1006,                 1.0723,                0.83241,                0.71034,                0.76241,                0.42305,                 1.8341,                  1.915,                 1.4078,             0.00066536,             0.00066536,             0.00066536
                     44,                 1.5698,                 1.0514,                 1.0387,                0.83241,                0.71034,                0.76241,                0.42305,                 1.8341,                  1.915,                 1.4078,             0.00067695,             0.00067695,             0.00067695
                     45,                 1.5077,                0.94695,                 1.0419,                0.71427,                0.71429,                0.83658,                0.47723,                 1.7849,                 1.8364,                 1.3506,             0.00068834,             0.00068834,             0.00068834
                     46,                 1.5012,                0.94574,                 1.0656,                0.71427,                0.71429,                0.83658,                0.47723,                 1.7849,                 1.8364,                 1.3506,             0.00069953,             0.00069953,             0.00069953
                     47,                  1.536,                0.99129,                 1.0598,                0.72583,                0.76045,                0.87205,                0.47076,                 1.7483,                 1.7688,                 1.3047,             0.00071052,             0.00071052,             0.00071052
                     48,                 1.5475,                0.95721,                 1.0623,                0.72583,                0.76045,                0.87205,                0.47076,                 1.7483,                 1.7688,                 1.3047,             0.00072131,             0.00072131,             0.00072131
                     49,                 1.5388,                 0.9953,                 1.0632,                0.74049,                0.85714,                0.89467,                0.48685,                 1.7125,                 1.7158,                 1.2827,              0.0007319,              0.0007319,              0.0007319
                     50,                  1.443,                0.91855,                 1.1199,                0.74049,                0.85714,                0.89467,                0.48685,                 1.7125,                 1.7158,                 1.2827,              0.0007423,              0.0007423,              0.0007423
                     51,                  1.544,                 1.0128,                 1.0948,                0.76299,                0.92393,                0.92389,                0.48922,                 1.7292,                 1.6872,                 1.2771,              0.0007525,              0.0007525,              0.0007525
                     52,                 1.6101,                 0.9501,                 1.0148,                0.76299,                0.92393,                0.92389,                0.48922,                 1.7292,                 1.6872,                 1.2771,              0.0007625,              0.0007625,              0.0007625
                     53,                 1.4368,                0.97921,                 1.0344,                0.76299,                0.92393,                0.92389,                0.48922,                 1.7292,                 1.6872,                 1.2771,              0.0007723,              0.0007723,              0.0007723
                     54,                 1.6853,                 1.0174,                 1.0431,                0.86657,                0.93254,                   0.96,                0.46038,                 1.7782,                 1.6831,                 1.2774,             0.00078191,             0.00078191,             0.00078191
                     55,                 1.6847,                 1.0424,                 1.0289,                0.86657,                0.93254,                   0.96,                0.46038,                 1.7782,                 1.6831,                 1.2774,             0.00079132,             0.00079132,             0.00079132
                     56,                 1.5271,                0.91591,                 1.0428,                0.86657,                0.93254,                   0.96,                0.46038,                 1.7782,                 1.6831,                 1.2774,             0.00080053,             0.00080053,             0.00080053
                     57,                 1.6372,                0.94852,                   1.12,                0.86726,                0.93809,                   0.96,                0.44805,                 1.8665,                 1.6818,                 1.2833,             0.00080954,             0.00080954,             0.00080954
                     58,                 1.5304,                 1.0352,                 1.0425,                0.86726,                0.93809,                   0.96,                0.44805,                 1.8665,                 1.6818,                 1.2833,             0.00081835,             0.00081835,             0.00081835
                     59,                 1.5864,                  0.918,                0.99891,                0.86726,                0.93809,                   0.96,                0.44805,                 1.8665,                 1.6818,                 1.2833,             0.00082696,             0.00082696,             0.00082696
                     60,                 1.4545,                 0.9202,                0.97617,                0.95798,                0.85714,                 0.9775,                0.42019,                 1.9335,                 1.6451,                 1.2691,             0.00083538,             0.00083538,             0.00083538
                     61,                 1.4429,                 1.0206,                 1.0612,                0.95798,                0.85714,                 0.9775,                0.42019,                 1.9335,                 1.6451,                 1.2691,              0.0008436,              0.0008436,              0.0008436
                     62,                 1.6792,                0.94547,                   1.03,                0.95798,                0.85714,                 0.9775,                0.42019,                 1.9335,                 1.6451,                 1.2691,             0.00085162,             0.00085162,             0.00085162
                     63,                 1.5563,                0.97763,                  1.065,                0.93263,                0.85714,                 0.9775,                0.42306,                 1.9695,                 1.5673,                 1.2449,             0.00085944,             0.00085944,             0.00085944
                     64,                 1.3977,                 0.9074,                 1.0392,                0.93263,                0.85714,                 0.9775,                0.42306,                 1.9695,                 1.5673,                 1.2449,             0.00086707,             0.00086707,             0.00086707
                     65,                 1.6493,                 1.1369,                 1.1906,                0.93263,                0.85714,                 0.9775,                0.42306,                 1.9695,                 1.5673,                 1.2449,              0.0008745,              0.0008745,              0.0008745
                     66,                 1.7676,                 1.0118,                 1.0522,                0.95272,                      1,                  0.995,                 0.4424,                 2.0272,                 1.5319,                 1.2316,             0.00088173,             0.00088173,             0.00088173
                     67,                 1.4169,                0.82826,                0.97228,                0.95272,                      1,                  0.995,                 0.4424,                 2.0272,                 1.5319,                 1.2316,             0.00088876,             0.00088876,             0.00088876
                     68,                 1.4258,                0.92747,                0.96411,                0.95272,                      1,                  0.995,                 0.4424,                 2.0272,                 1.5319,                 1.2316,             0.00089559,             0.00089559,             0.00089559
                     69,                  1.561,                0.98233,                 1.0954,                0.97553,                      1,                  0.995,                0.42686,                 2.0294,                 1.4551,                 1.2155,             0.00090222,             0.00090222,             0.00090222
                     70,                 1.4671,                0.87883,                0.95178,                0.97553,                      1,                  0.995,                0.42686,                 2.0294,                 1.4551,                 1.2155,             0.00090866,             0.00090866,             0.00090866
                     71,                 1.4025,                0.99038,                0.91824,                0.97553,                      1,                  0.995,                0.42686,                 2.0294,                 1.4551,                 1.2155,              0.0009149,              0.0009149,              0.0009149
                     72,                 1.5878,                0.90904,                 1.0723,                0.98776,                      1,                  0.995,                0.43934,                 1.9601,                 1.3841,                 1.1992,             0.00092094,             0.00092094,             0.00092094
                     73,                 1.4692,                0.91207,                0.94065,                0.98776,                      1,                  0.995,                0.43934,                 1.9601,                 1.3841,                 1.1992,             0.00092678,             0.00092678,             0.00092678
                     74,                 1.3947,                0.85976,                0.93784,                0.98776,                      1,                  0.995,                0.43934,                 1.9601,                 1.3841,                 1.1992,             0.00093243,             0.00093243,             0.00093243
                     75,                 1.4713,                0.97649,                 1.0514,                0.99139,                      1,                  0.995,                0.45614,                 1.9269,                 1.2992,                 1.1823,             0.00093788,             0.00093788,             0.00093788
                     76,                 1.4273,                0.98874,                0.98112,                0.99139,                      1,                  0.995,                0.45614,                 1.9269,                 1.2992,                 1.1823,             0.00094313,             0.00094313,             0.00094313
                     77,                 1.5622,                 1.0287,                 1.0845,                0.99139,                      1,                  0.995,                0.45614,                 1.9269,                 1.2992,                 1.1823,             0.00094818,             0.00094818,             0.00094818
                     78,                 1.5481,                0.91594,                  1.073,                      1,                0.97573,                  0.995,                0.48437,                 1.8805,                 1.1979,                 1.1549,             0.00095303,             0.00095303,             0.00095303
                     79,                 1.3959,                0.88633,                0.98561,                      1,                0.97573,                  0.995,                0.48437,                 1.8805,                 1.1979,                 1.1549,             0.00095768,             0.00095768,             0.00095768
                     80,                 1.3336,                0.81631,                 1.0056,                      1,                0.97573,                  0.995,                0.48437,                 1.8805,                 1.1979,                 1.1549,             0.00096214,             0.00096214,             0.00096214
                     81,                 1.5275,                0.91012,                 1.1085,                      1,                0.98368,                  0.995,                    0.5,                 1.8004,                 1.1369,                  1.114,              0.0009664,              0.0009664,              0.0009664
                     82,                 1.2896,                 0.9029,                0.98796,                      1,                0.98368,                  0.995,                    0.5,                 1.8004,                 1.1369,                  1.114,             0.00097046,             0.00097046,             0.00097046
                     83,                 1.5433,                0.89026,                 1.0292,                      1,                0.98368,                  0.995,                    0.5,                 1.8004,                 1.1369,                  1.114,             0.00097432,             0.00097432,             0.00097432
                     84,                 1.4191,                0.89419,                 1.1546,                      1,                0.98273,                  0.995,                0.48355,                 1.7447,                 1.1306,                 1.0808,             0.00097799,             0.00097799,             0.00097799
                     85,                 1.5501,                 1.0454,                 1.0608,                      1,                0.98273,                  0.995,                0.48355,                 1.7447,                 1.1306,                 1.0808,             0.00098146,             0.00098146,             0.00098146
                     86,                 1.3021,                0.81184,                 1.0048,                      1,                0.98273,                  0.995,                0.48355,                 1.7447,                 1.1306,                 1.0808,             0.00098472,             0.00098472,             0.00098472
                     87,                 1.3155,                0.90415,                0.93689,                      1,                0.98273,                  0.995,                0.48355,                 1.7447,                 1.1306,                 1.0808,              0.0009878,              0.0009878,              0.0009878
                     88,                 1.2237,                0.86689,                0.95228,                      1,                0.99433,                  0.995,                0.46342,                 1.8177,                 1.1678,                 1.0825,             0.00099067,             0.00099067,             0.00099067
                     89,                 1.0818,                0.83421,                0.96108,                      1,                0.99433,                  0.995,                0.46342,                 1.8177,                 1.1678,                 1.0825,             0.00099334,             0.00099334,             0.00099334
                     90,                 1.4777,                0.85301,                0.97944,                      1,                0.99433,                  0.995,                0.46342,                 1.8177,                 1.1678,                 1.0825,             0.00099582,             0.00099582,             0.00099582
                     91,                 1.4027,                0.93363,                0.96562,                      1,                0.99433,                  0.995,                0.46342,                 1.8177,                 1.1678,                 1.0825,              0.0009981,              0.0009981,              0.0009981
                     92,                 1.1538,                0.86741,                 1.0204,                      1,                0.98868,                  0.995,                 0.4486,                 1.8157,                 1.2056,                 1.0856,              0.0010002,              0.0010002,              0.0010002
                     93,                 1.5362,                0.96197,                 0.9377,                      1,                0.98868,                  0.995,                 0.4486,                 1.8157,                 1.2056,                 1.0856,              0.0010021,              0.0010021,              0.0010021
                     94,                 1.4776,                0.95013,                 1.0136,                      1,                0.98868,                  0.995,                 0.4486,                 1.8157,                 1.2056,                 1.0856,              0.0010037,              0.0010037,              0.0010037
                     95,                 1.4966,                0.94298,                0.92327,                      1,                0.98868,                  0.995,                 0.4486,                 1.8157,                 1.2056,                 1.0856,              0.0010052,              0.0010052,              0.0010052
                     96,                 1.3472,                0.84074,                0.94633,                      1,                0.98879,                  0.995,                0.51844,                 1.7249,                 1.1569,                  1.084,              0.0010065,              0.0010065,              0.0010065
                     97,                 1.4861,                 1.0952,                 1.1526,                      1,                0.98879,                  0.995,                0.51844,                 1.7249,                 1.1569,                  1.084,              0.0010076,              0.0010076,              0.0010076
                     98,                  1.459,                 1.0403,                 1.0168,                      1,                0.98879,                  0.995,                0.51844,                 1.7249,                 1.1569,                  1.084,              0.0010085,              0.0010085,              0.0010085
                     99,                 1.4058,                0.85117,                0.98974,                      1,                0.98879,                  0.995,                0.51844,                 1.7249,                 1.1569,                  1.084,              0.0010092,              0.0010092,              0.0010092
                    100,                 1.4308,                0.86943,                 1.0019,                      1,                0.99594,                  0.995,                0.55756,                 1.6694,                 1.0902,                 1.0831,              0.0010097,              0.0010097,              0.0010097
                    101,                 1.5485,                0.91234,                 1.0715,                      1,                0.99594,                  0.995,                0.55756,                 1.6694,                 1.0902,                 1.0831,                0.00101,                0.00101,                0.00101
                    102,                 1.5293,                 1.0249,                 1.0675,                      1,                0.99594,                  0.995,                0.55756,                 1.6694,                 1.0902,                 1.0831,              0.0010001,              0.0010001,              0.0010001
                    103,                 1.5342,                0.87125,                  1.107,                      1,                0.99594,                  0.995,                0.55756,                 1.6694,                 1.0902,                 1.0831,              0.0009902,              0.0009902,              0.0009902
                    104,                 1.4234,                0.89838,                 1.0104,                0.99788,                      1,                  0.995,                0.51722,                 1.6319,                 1.0331,                 1.0759,              0.0009803,              0.0009803,              0.0009803
                    105,                 1.4745,                0.88201,                 1.0891,                0.99788,                      1,                  0.995,                0.51722,                 1.6319,                 1.0331,                 1.0759,              0.0009704,              0.0009704,              0.0009704
                    106,                 1.2204,                0.83589,                 1.0442,                0.99788,                      1,                  0.995,                0.51722,                 1.6319,                 1.0331,                 1.0759,              0.0009605,              0.0009605,              0.0009605
                    107,                 1.3152,                0.85647,                0.98975,                0.99788,                      1,                  0.995,                0.51722,                 1.6319,                 1.0331,                 1.0759,              0.0009506,              0.0009506,              0.0009506
                    108,                 1.2382,                0.76724,                0.99742,                0.99069,                      1,                  0.995,                0.51829,                 1.6558,                0.96518,                 1.0828,              0.0009407,              0.0009407,              0.0009407
                    109,                 1.3088,                0.76197,                0.96066,                0.99069,                      1,                  0.995,                0.51829,                 1.6558,                0.96518,                 1.0828,              0.0009308,              0.0009308,              0.0009308
                    110,                 1.2838,                0.79222,                0.96736,                0.99069,                      1,                  0.995,                0.51829,                 1.6558,                0.96518,                 1.0828,              0.0009209,              0.0009209,              0.0009209
                    111,                 1.2455,                0.80881,                 1.0075,                0.99069,                      1,                  0.995,                0.51829,                 1.6558,                0.96518,                 1.0828,               0.000911,               0.000911,               0.000911
                    112,                 1.4818,                0.93513,                 1.1289,                0.98793,                      1,                  0.995,                0.51721,                 1.6656,                 0.9604,                 1.0815,              0.0009011,              0.0009011,              0.0009011
                    113,                 1.2589,                0.85633,                 0.9677,                0.98793,                      1,                  0.995,                0.51721,                 1.6656,                 0.9604,                 1.0815,              0.0008912,              0.0008912,              0.0008912
                    114,                 1.5023,                0.78926,                0.97397,                0.98793,                      1,                  0.995,                0.51721,                 1.6656,                 0.9604,                 1.0815,              0.0008813,              0.0008813,              0.0008813
                    115,                 1.2274,                 0.8198,                0.95506,                0.98793,                      1,                  0.995,                0.51721,                 1.6656,                 0.9604,                 1.0815,              0.0008714,              0.0008714,              0.0008714
                    116,                 1.3311,                0.82423,                 1.0079,                0.98533,                      1,                  0.995,                0.51723,                 1.6355,                0.98296,                 1.0622,              0.0008615,              0.0008615,              0.0008615
                    117,                 1.1836,                0.79005,                 1.0827,                0.98533,                      1,                  0.995,                0.51723,                 1.6355,                0.98296,                 1.0622,              0.0008516,              0.0008516,              0.0008516
                    118,                 1.1611,                0.77633,                0.97483,                0.98533,                      1,                  0.995,                0.51723,                 1.6355,                0.98296,                 1.0622,              0.0008417,              0.0008417,              0.0008417
                    119,                 1.1285,                0.85867,                 0.9747,                0.98533,                      1,                  0.995,                0.51723,                 1.6355,                0.98296,                 1.0622,              0.0008318,              0.0008318,              0.0008318
                    120,                 1.4202,                0.78679,                0.98562,                0.98438,                      1,                  0.995,                0.51761,                 1.6607,                 1.0204,                 1.0638,              0.0008219,              0.0008219,              0.0008219
                    121,                 1.1226,                0.75688,                0.92162,                0.98438,                      1,                  0.995,                0.51761,                 1.6607,                 1.0204,                 1.0638,               0.000812,               0.000812,               0.000812
                    122,                  1.209,                0.79747,                0.91963,                0.98438,                      1,                  0.995,                0.51761,                 1.6607,                 1.0204,                 1.0638,              0.0008021,              0.0008021,              0.0008021
                    123,                  1.194,                0.80733,                0.92335,                0.98438,                      1,                  0.995,                0.51761,                 1.6607,                 1.0204,                 1.0638,              0.0007922,              0.0007922,              0.0007922
                    124,                 1.2431,                0.87604,                0.99958,                0.98258,                      1,                  0.995,                0.52559,                 1.6931,                 1.0564,                 1.0755,              0.0007823,              0.0007823,              0.0007823
                    125,                 1.4897,                0.93455,                 1.0585,                0.98258,                      1,                  0.995,                0.52559,                 1.6931,                 1.0564,                 1.0755,              0.0007724,              0.0007724,              0.0007724
                    126,                0.95376,                0.76046,                0.90958,                0.98258,                      1,                  0.995,                0.52559,                 1.6931,                 1.0564,                 1.0755,              0.0007625,              0.0007625,              0.0007625
                    127,                 1.2236,                0.75928,                 1.0084,                0.98258,                      1,                  0.995,                0.52559,                 1.6931,                 1.0564,                 1.0755,              0.0007526,              0.0007526,              0.0007526
                    128,                 1.2831,                0.76856,                0.95503,                0.98249,                      1,                  0.995,                0.50964,                 1.6668,                 1.0638,                  1.072,              0.0007427,              0.0007427,              0.0007427
                    129,                 1.2262,                0.73952,                0.95279,                0.98249,                      1,                  0.995,                0.50964,                 1.6668,                 1.0638,                  1.072,              0.0007328,              0.0007328,              0.0007328
                    130,                 1.4088,                0.85927,                 1.0032,                0.98249,                      1,                  0.995,                0.50964,                 1.6668,                 1.0638,                  1.072,              0.0007229,              0.0007229,              0.0007229
                    131,                 1.2215,                0.76734,                0.95388,                0.98249,                      1,                  0.995,                0.50964,                 1.6668,                 1.0638,                  1.072,               0.000713,               0.000713,               0.000713
                    132,                 1.0672,                0.71363,                0.86382,                0.98238,                      1,                  0.995,                0.50577,                 1.6029,                 1.0535,                  1.059,              0.0007031,              0.0007031,              0.0007031
                    133,                 1.1493,                0.77888,                0.94753,                0.98238,                      1,                  0.995,                0.50577,                 1.6029,                 1.0535,                  1.059,              0.0006932,              0.0006932,              0.0006932
                    134,                 1.1844,                0.78948,                0.97703,                0.98238,                      1,                  0.995,                0.50577,                 1.6029,                 1.0535,                  1.059,              0.0006833,              0.0006833,              0.0006833
                    135,                 1.1305,                0.74874,                0.92945,                0.98238,                      1,                  0.995,                0.50577,                 1.6029,                 1.0535,                  1.059,              0.0006734,              0.0006734,              0.0006734
                    136,                 1.2681,                0.78233,                 1.0269,                0.97891,                      1,                  0.995,                0.50587,                 1.5761,                 1.0177,                 1.0477,              0.0006635,              0.0006635,              0.0006635
                    137,                 1.0573,                0.76363,                0.95846,                0.97891,                      1,                  0.995,                0.50587,                 1.5761,                 1.0177,                 1.0477,              0.0006536,              0.0006536,              0.0006536
                    138,                 1.3546,                0.82246,                0.91604,                0.97891,                      1,                  0.995,                0.50587,                 1.5761,                 1.0177,                 1.0477,              0.0006437,              0.0006437,              0.0006437
                    139,                   1.14,                0.81815,                0.90718,                0.97891,                      1,                  0.995,                0.50587,                 1.5761,                 1.0177,                 1.0477,              0.0006338,              0.0006338,              0.0006338
                    140,                 1.2066,                 0.7835,                0.99834,                0.98043,                      1,                  0.995,                0.52558,                 1.6245,                 1.0017,                 1.0587,              0.0006239,              0.0006239,              0.0006239
                    141,                 1.3129,                0.78866,                0.92927,                0.98043,                      1,                  0.995,                0.52558,                 1.6245,                 1.0017,                 1.0587,               0.000614,               0.000614,               0.000614
                    142,                 1.1813,                0.78995,                0.93553,                0.98043,                      1,                  0.995,                0.52558,                 1.6245,                 1.0017,                 1.0587,              0.0006041,              0.0006041,              0.0006041
                    143,                 1.1308,                0.79986,                0.91049,                0.98043,                      1,                  0.995,                0.52558,                 1.6245,                 1.0017,                 1.0587,              0.0005942,              0.0005942,              0.0005942
                    144,                  1.306,                0.77243,                0.86221,                0.98205,                      1,                  0.995,                0.52073,                 1.7027,                0.98068,                 1.0754,              0.0005843,              0.0005843,              0.0005843
                    145,                 1.0741,                0.78449,                 1.0076,                0.98205,                      1,                  0.995,                0.52073,                 1.7027,                0.98068,                 1.0754,              0.0005744,              0.0005744,              0.0005744
                    146,                 1.0314,                0.73332,                0.99615,                0.98205,                      1,                  0.995,                0.52073,                 1.7027,                0.98068,                 1.0754,              0.0005645,              0.0005645,              0.0005645
                    147,                 1.1392,                0.74433,                0.90287,                0.98205,                      1,                  0.995,                0.52073,                 1.7027,                0.98068,                 1.0754,              0.0005546,              0.0005546,              0.0005546
                    148,                0.99152,                0.74279,                0.96099,                0.98406,                      1,                  0.995,                0.46982,                 1.7582,                 0.9907,                 1.0851,              0.0005447,              0.0005447,              0.0005447
                    149,                 1.1062,                0.72902,                 0.9442,                0.98406,                      1,                  0.995,                0.46982,                 1.7582,                 0.9907,                 1.0851,              0.0005348,              0.0005348,              0.0005348
                    150,                  1.112,                 0.6838,                 0.9231,                0.98406,                      1,                  0.995,                0.46982,                 1.7582,                 0.9907,                 1.0851,              0.0005249,              0.0005249,              0.0005249
                    151,                  1.128,                0.68487,                0.91522,                0.98406,                      1,                  0.995,                0.46982,                 1.7582,                 0.9907,                 1.0851,               0.000515,               0.000515,               0.000515
                    152,                 1.3431,                0.83936,                0.93672,                0.98282,                      1,                  0.995,                0.45477,                 1.7623,                 0.9833,                 1.0835,              0.0005051,              0.0005051,              0.0005051
                    153,                 1.1349,                0.75231,                0.90681,                0.98282,                      1,                  0.995,                0.45477,                 1.7623,                 0.9833,                 1.0835,              0.0004952,              0.0004952,              0.0004952
                    154,                 1.1336,                0.93967,                 1.0294,                0.98282,                      1,                  0.995,                0.45477,                 1.7623,                 0.9833,                 1.0835,              0.0004853,              0.0004853,              0.0004853
                    155,                 1.2938,                0.75141,                 1.0203,                0.98282,                      1,                  0.995,                0.45477,                 1.7623,                 0.9833,                 1.0835,              0.0004754,              0.0004754,              0.0004754
