                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                 1.0657,                0.67718,                0.98093,                0.98419,                      1,                  0.995,                0.44631,                 1.7468,                0.96661,                 1.0731,              0.0004655,              0.0004655,              0.0004655
                    157,                 1.1506,                0.69091,                0.93885,                0.98419,                      1,                  0.995,                0.44631,                 1.7468,                0.96661,                 1.0731,              0.0004556,              0.0004556,              0.0004556
                    158,                 1.0737,                0.76378,                0.96889,                0.98419,                      1,                  0.995,                0.44631,                 1.7468,                0.96661,                 1.0731,              0.0004457,              0.0004457,              0.0004457
                    159,                 1.0338,                0.73295,                0.92364,                0.98419,                      1,                  0.995,                0.44631,                 1.7468,                0.96661,                 1.0731,              0.0004358,              0.0004358,              0.0004358
                    160,                 1.0256,                0.75585,                0.90599,                0.98729,                      1,                  0.995,                0.49256,                 1.7297,                0.93669,                 1.0652,              0.0004259,              0.0004259,              0.0004259
                    161,                 1.2114,                 0.7654,                0.92041,                0.98729,                      1,                  0.995,                0.49256,                 1.7297,                0.93669,                 1.0652,               0.000416,               0.000416,               0.000416
                    162,                 1.0839,                0.69224,                0.96165,                0.98729,                      1,                  0.995,                0.49256,                 1.7297,                0.93669,                 1.0652,              0.0004061,              0.0004061,              0.0004061
                    163,                  1.223,                0.74469,                0.90041,                0.98729,                      1,                  0.995,                0.49256,                 1.7297,                0.93669,                 1.0652,              0.0003962,              0.0003962,              0.0003962
                    164,                 1.1349,                0.74512,                0.91211,                0.98968,                      1,                  0.995,                0.49848,                 1.7042,                0.92253,                 1.0594,              0.0003863,              0.0003863,              0.0003863
                    165,                  1.199,                0.71053,                 0.9462,                0.98968,                      1,                  0.995,                0.49848,                 1.7042,                0.92253,                 1.0594,              0.0003764,              0.0003764,              0.0003764
                    166,                 0.9975,                0.81929,                 0.9349,                0.98968,                      1,                  0.995,                0.49848,                 1.7042,                0.92253,                 1.0594,              0.0003665,              0.0003665,              0.0003665
                    167,                 1.0424,                 0.6729,                0.88444,                0.98968,                      1,                  0.995,                0.49848,                 1.7042,                0.92253,                 1.0594,              0.0003566,              0.0003566,              0.0003566
                    168,                 1.0841,                0.74331,                0.96115,                0.99067,                      1,                  0.995,                0.49468,                 1.6936,                0.88904,                 1.0556,              0.0003467,              0.0003467,              0.0003467
                    169,                 1.0595,                0.71491,                0.89406,                0.99067,                      1,                  0.995,                0.49468,                 1.6936,                0.88904,                 1.0556,              0.0003368,              0.0003368,              0.0003368
                    170,                 1.1627,                0.73084,                 1.0676,                0.99067,                      1,                  0.995,                0.49468,                 1.6936,                0.88904,                 1.0556,              0.0003269,              0.0003269,              0.0003269
                    171,                  1.143,                0.73787,                0.86225,                0.99067,                      1,                  0.995,                0.49468,                 1.6936,                0.88904,                 1.0556,               0.000317,               0.000317,               0.000317
                    172,                 1.0082,                0.65561,                0.92041,                0.98998,                      1,                  0.995,                 0.4863,                 1.6862,                0.90532,                 1.0557,              0.0003071,              0.0003071,              0.0003071
                    173,                 1.1991,                0.75928,                0.99034,                0.98998,                      1,                  0.995,                 0.4863,                 1.6862,                0.90532,                 1.0557,              0.0002972,              0.0002972,              0.0002972
                    174,                 1.1191,                0.66752,                0.88827,                0.98998,                      1,                  0.995,                 0.4863,                 1.6862,                0.90532,                 1.0557,              0.0002873,              0.0002873,              0.0002873
                    175,                 1.1683,                0.78276,                 1.0478,                0.98998,                      1,                  0.995,                 0.4863,                 1.6862,                0.90532,                 1.0557,              0.0002774,              0.0002774,              0.0002774
                    176,                 1.1811,                0.70217,                0.97619,                0.98882,                      1,                  0.995,                 0.4863,                  1.697,                0.90731,                 1.0568,              0.0002675,              0.0002675,              0.0002675
                    177,                 1.0499,                0.68219,                0.91178,                0.98882,                      1,                  0.995,                 0.4863,                  1.697,                0.90731,                 1.0568,              0.0002576,              0.0002576,              0.0002576
                    178,                 1.2828,                 0.7973,                0.91925,                0.98882,                      1,                  0.995,                 0.4863,                  1.697,                0.90731,                 1.0568,              0.0002477,              0.0002477,              0.0002477
                    179,                  1.124,                0.69139,                0.91639,                0.98882,                      1,                  0.995,                 0.4863,                  1.697,                0.90731,                 1.0568,              0.0002378,              0.0002378,              0.0002378
                    180,                0.92532,                0.68484,                0.88911,                0.98759,                      1,                  0.995,                 0.4863,                  1.712,                0.90393,                   1.06,              0.0002279,              0.0002279,              0.0002279
                    181,                0.99754,                0.63288,                0.89714,                0.98759,                      1,                  0.995,                 0.4863,                  1.712,                0.90393,                   1.06,               0.000218,               0.000218,               0.000218
                    182,                 1.2813,                0.73971,                0.93643,                0.98759,                      1,                  0.995,                 0.4863,                  1.712,                0.90393,                   1.06,              0.0002081,              0.0002081,              0.0002081
                    183,                 1.1371,                0.75185,                0.92377,                0.98759,                      1,                  0.995,                 0.4863,                  1.712,                0.90393,                   1.06,              0.0001982,              0.0001982,              0.0001982
                    184,                 1.1295,                0.68338,                0.96008,                0.98646,                      1,                  0.995,                0.47644,                  1.728,                0.89783,                 1.0633,              0.0001883,              0.0001883,              0.0001883
                    185,                 1.1666,                0.71937,                0.89187,                0.98646,                      1,                  0.995,                0.47644,                  1.728,                0.89783,                 1.0633,              0.0001784,              0.0001784,              0.0001784
                    186,                 1.1779,                0.79255,                0.87098,                0.98646,                      1,                  0.995,                0.47644,                  1.728,                0.89783,                 1.0633,              0.0001685,              0.0001685,              0.0001685
                    187,                 1.0781,                0.69683,                0.87593,                0.98646,                      1,                  0.995,                0.47644,                  1.728,                0.89783,                 1.0633,              0.0001586,              0.0001586,              0.0001586
                    188,                 1.1022,                0.65868,                0.94393,                0.98623,                      1,                  0.995,                0.46863,                 1.7504,                 0.8945,                 1.0663,              0.0001487,              0.0001487,              0.0001487
                    189,                0.97629,                 0.7621,                0.95154,                0.98623,                      1,                  0.995,                0.46863,                 1.7504,                 0.8945,                 1.0663,              0.0001388,              0.0001388,              0.0001388
                    190,                 1.0169,                0.72854,                0.93227,                0.98623,                      1,                  0.995,                0.46863,                 1.7504,                 0.8945,                 1.0663,              0.0001289,              0.0001289,              0.0001289
                    191,                0.98047,                0.62392,                0.90416,                0.98623,                      1,                  0.995,                0.46863,                 1.7504,                 0.8945,                 1.0663,               0.000119,               0.000119,               0.000119
                    192,                0.98076,                0.67466,                0.95772,                0.98514,                      1,                  0.995,                0.46863,                 1.7644,                0.89182,                 1.0702,              0.0001091,              0.0001091,              0.0001091
                    193,                 1.0646,                0.73211,                0.94595,                0.98514,                      1,                  0.995,                0.46863,                 1.7644,                0.89182,                 1.0702,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                 1.1205,                0.74595,                0.98382,                0.98514,                      1,                  0.995,                0.46863,                 1.7644,                0.89182,                 1.0702,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                 1.4421,                 1.1173,                 1.0122,                0.98514,                      1,                  0.995,                0.46863,                 1.7644,                0.89182,                 1.0702,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                 1.2536,                0.82388,                0.89412,                0.98428,                      1,                  0.995,                  0.442,                 1.7849,                0.89804,                 1.0765,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                 1.1054,                0.70222,                0.90069,                0.98428,                      1,                  0.995,                  0.442,                 1.7849,                0.89804,                 1.0765,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                 1.1279,                0.78882,                 1.0168,                0.98428,                      1,                  0.995,                  0.442,                 1.7849,                0.89804,                 1.0765,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                 1.0149,                0.69113,                0.95388,                0.98428,                      1,                  0.995,                  0.442,                 1.7849,                0.89804,                 1.0765,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.99087,                0.66908,                0.93907,                0.98391,                      1,                  0.995,                0.43875,                  1.797,                0.90481,                  1.081,               2.99e-05,               2.99e-05,               2.99e-05
